"","log2FoldChange","padj"
"LFT_00044",1.1320182669133,0.0303835562139336
"LFT_00074",-0.468864761628568,0.0305142198028548
"LFT_00727",0.663503089625221,0.03081352290843
"LFT_00574",0.676475014311006,0.03081352290843
"LFT_02042",-0.469744290604809,0.030960800182288
"LFT_00083",0.555560315063379,0.0314023716096661
"LFT_01925",-0.783166090518382,0.0316897066886093
"LFT_01373",-0.648419624441281,0.0319997742810077
"LFT_00261",-0.566814229008485,0.0320303978799598
"LFT_01321",0.545132735919845,0.0321908224160038
"LFT_01721",-0.715084139966694,0.0325479366064054
"LFT_01653",0.489353072111203,0.0327134166765618
"LFT_01159",-0.490328960053397,0.0333389693947932
"LFT_01480",0.513602699910661,0.0333389693947932
"LFT_00686",-0.589572525971738,0.033692868782711
"LFT_01250",-0.684726326695894,0.033692868782711
"LFT_01570",0.472039558656519,0.0337911518475536
"LFT_00838",-0.485893005866382,0.0337911518475536
"LFT_02604",-0.475210595593104,0.0343318158262448
"LFT_01111",-0.492698685978379,0.0345002216623064
"LFT_01946",-0.473400625893447,0.0346034970394185
"LFT_00844",3.35734353363172,0.0351348311087252
"LFT_00470",-0.670871674313367,0.0357936660011881
"LFT_00890",-0.480878793570443,0.03623173346586
"LFT_00396",1.79368513775451,0.03623173346586
"LFT_02199",1.63476019089591,0.036665533636689
"LFT_01762",-0.576502000385707,0.0371657105464815
"LFT_01112",-0.570757069815564,0.0377852385988512
"LFT_01467",0.693629730475882,0.0386819193250707
"LFT_01446",0.478726421667343,0.0386819193250707
"LFT_00054",0.551205988088727,0.0392006396404183
"LFT_00514",1.07277765286901,0.0393068853366836
"LFT_00885",-0.596487089927307,0.0394914541970893
"LFT_01263",0.506512050893115,0.0394914541970893
"LFT_00588",1.37103368475403,0.0394914541970893
"LFT_01239",0.877388446169906,0.0394914541970893
"LFT_01857",-0.439670477556128,0.0394914541970893
"LFT_00070",-0.413027934159865,0.0396875711382354
"LFT_00997",0.433865022969648,0.0402669854053894
"LFT_01561",0.49589728930246,0.0410118368552665
"LFT_00374",-0.510815455429341,0.0411749152037547
"LFT_00210",-0.480537045795265,0.0416226917964932
"LFT_00411",0.83338277562195,0.0416226917964932
"LFT_01224",-0.475818365433667,0.0416226917964932
"LFT_00068",0.643860037306028,0.0416272356609532
"LFT_00220",1.91211000139369,0.0418831548906365
"LFT_01260",1.15843916645605,0.0422876653502035
"LFT_01059",0.394238526036073,0.0424007174989433
"LFT_02164",-0.612880687703492,0.0424007174989433
"LFT_00126",0.442225732722231,0.0427826134384009
"LFT_01412",-0.516975743785074,0.0428144119160746
"LFT_00120",-0.523726664075215,0.0428144119160746
"LFT_01331",-1.00737965958739,0.0428538702210492
"LFT_01068",0.438861956411525,0.0435216867992259
"LFT_00900",-0.44395612177614,0.0435492086187532
"LFT_00162",-0.522334743569766,0.0436414410597029
"LFT_01801",0.490913571647486,0.0437393610733541
"LFT_00453",0.425009307917884,0.0438894752333686
"LFT_01832",1.04866627133387,0.0440397019226721
"LFT_00153",0.980293510056824,0.0442043124613529
"LFT_01044",0.653676452162768,0.0444567784454331
"LFT_00965",0.710915565454736,0.044690175969713
"LFT_01070",-0.467515079746226,0.0451653056170365
"LFT_02542",-0.640355866091917,0.045397221280819
"LFT_02063",-0.51114406715239,0.0461047470068736
"LFT_01669",-0.453723324855284,0.0462758552819959
"LFT_00972",0.597194970652547,0.0462758552819959
"LFT_01181",-0.445136212038153,0.0462758552819959
"LFT_02482",-1.94827582164966,0.0462758552819959
"LFT_00279",0.374996274272756,0.0466657111057692
"LFT_01725",0.647541342952559,0.0471817213161568
"LFT_02580",0.433334219037603,0.0476887057402878
"LFT_01041",-0.523226968228099,0.0476887057402878
"LFT_01277",-0.529055669684218,0.0482085801416815
"LFT_02074",-0.489639179616082,0.0482085801416815
"LFT_01826",0.581885873359725,0.0486251748029041
"LFT_00700",0.64893866720385,0.0487772540675483
"LFT_00893",0.541620395106215,0.0489372213430706
"LFT_01870",-0.423071991392085,0.0489372213430706
"LFT_02031",0.450962130838785,0.0489372213430706
"LFT_01440",-0.597596270300111,0.0489372213430706
"LFT_00922",-0.674536591093522,0.0493338379677076
